"i","rt","response","trial_type","trial_index","time_elapsed","internal_node_id","group1","group2","pair"
15,1788,18,"html-slider-response",12,33342,"0.0-2.0-0.10","D1","K1","D1 K1"
15,1328,17,"html-slider-response",13,34774,"0.0-2.0-0.11","B1","I1","B1 I1"
15,1580,22,"html-slider-response",14,36458,"0.0-2.0-0.12","A1","G1","A1 G1"
15,1650,17,"html-slider-response",15,38210,"0.0-2.0-0.13","A1","C1","A1 C1"
15,2152,36,"html-slider-response",16,40464,"0.0-2.0-0.14","F1","I1","F1 I1"
15,2676,64,"html-slider-response",17,43244,"0.0-2.0-0.15","K1","L1","K1 L1"
15,1724,19,"html-slider-response",18,45070,"0.0-2.0-0.16","C1","I1","C1 I1"
15,2402,67,"html-slider-response",19,47576,"0.0-2.0-0.17","I1","K1","I1 K1"
15,2294,20,"html-slider-response",20,49972,"0.0-2.0-0.18","G1","K1","G1 K1"
15,1798,16,"html-slider-response",21,51876,"0.0-2.0-0.19","A1","L1","A1 L1"
15,1344,21,"html-slider-response",22,53326,"0.0-2.0-0.20","H1","J1","H1 J1"
15,1906,45,"html-slider-response",23,55334,"0.0-2.0-0.21","A1","B1","A1 B1"
16,4189,75,"html-slider-response",2,307510,"0.0-2.0-0.0","G1","L1","G1 L1"
16,12672,79,"html-slider-response",3,320284,"0.0-2.0-0.1","A1","B1","A1 B1"
16,2294,14,"html-slider-response",4,322681,"0.0-2.0-0.2","D1","L1","D1 L1"
16,2351,31,"html-slider-response",5,325134,"0.0-2.0-0.3","A1","L1","A1 L1"
16,2742,2,"html-slider-response",6,327977,"0.0-2.0-0.4","C1","F1","C1 F1"
16,2384,0,"html-slider-response",7,330462,"0.0-2.0-0.5","A1","D1","A1 D1"
16,2739,72,"html-slider-response",8,333303,"0.0-2.0-0.6","C1","I1","C1 I1"
16,2212,93,"html-slider-response",9,335618,"0.0-2.0-0.7","I1","J1","I1 J1"
16,1941,92,"html-slider-response",10,337661,"0.0-2.0-0.8","K1","L1","K1 L1"
16,2228,0,"html-slider-response",11,339991,"0.0-2.0-0.9","D1","K1","D1 K1"
16,1940,16,"html-slider-response",12,342035,"0.0-2.0-0.10","F1","I1","F1 I1"
16,2382,12,"html-slider-response",13,344519,"0.0-2.0-0.11","E1","H1","E1 H1"
16,2380,12,"html-slider-response",14,347001,"0.0-2.0-0.12","B1","I1","B1 I1"
16,2152,76,"html-slider-response",15,349255,"0.0-2.0-0.13","C1","G1","C1 G1"
16,3013,7,"html-slider-response",16,352370,"0.0-2.0-0.14","D1","H1","D1 H1"
16,2180,10,"html-slider-response",17,354658,"0.0-2.0-0.15","G1","K1","G1 K1"
16,2217,97,"html-slider-response",18,356978,"0.0-2.0-0.16","I1","K1","I1 K1"
16,1747,84,"html-slider-response",19,358826,"0.0-2.0-0.17","F1","J1","F1 J1"
16,1869,16,"html-slider-response",20,360797,"0.0-2.0-0.18","A1","C1","A1 C1"
16,1858,88,"html-slider-response",21,362758,"0.0-2.0-0.19","A1","G1","A1 G1"
16,2718,79,"html-slider-response",22,365579,"0.0-2.0-0.20","B1","H1","B1 H1"
16,2224,70,"html-slider-response",23,367905,"0.0-2.0-0.21","H1","J1","H1 J1"
17,18810,62,"html-slider-response",2,37522,"0.0-2.0-0.0","C1","G1","C1 G1"
17,5703,0,"html-slider-response",3,43327,"0.0-2.0-0.1","D1","H1","D1 H1"
17,4735,38,"html-slider-response",4,48164,"0.0-2.0-0.2","B1","H1","B1 H1"
17,3893,0,"html-slider-response",5,52160,"0.0-2.0-0.3","G1","L1","G1 L1"
17,5719,94,"html-slider-response",6,57981,"0.0-2.0-0.4","A1","L1","A1 L1"
17,2885,0,"html-slider-response",7,60968,"0.0-2.0-0.5","A1","G1","A1 G1"
17,8064,42,"html-slider-response",8,69134,"0.0-2.0-0.6","H1","J1","H1 J1"
17,11891,20,"html-slider-response",9,81126,"0.0-2.0-0.7","I1","J1","I1 J1"
17,6016,4,"html-slider-response",10,87244,"0.0-2.0-0.8","C1","I1","C1 I1"
17,3719,1,"html-slider-response",11,91064,"0.0-2.0-0.9","A1","C1","A1 C1"
17,2791,0,"html-slider-response",12,93958,"0.0-2.0-0.10","A1","D1","A1 D1"
17,3826,3,"html-slider-response",13,97884,"0.0-2.0-0.11","D1","K1","D1 K1"
17,3648,0,"html-slider-response",14,101634,"0.0-2.0-0.12","D1","L1","D1 L1"
17,4200,10,"html-slider-response",15,105936,"0.0-2.0-0.13","G1","K1","G1 K1"
17,5505,0,"html-slider-response",16,111542,"0.0-2.0-0.14","C1","F1","C1 F1"
17,4755,84,"html-slider-response",17,116398,"0.0-2.0-0.15","F1","J1","F1 J1"
17,3652,73,"html-slider-response",18,120152,"0.0-2.0-0.16","A1","B1","A1 B1"
17,4161,7,"html-slider-response",19,124415,"0.0-2.0-0.17","B1","I1","B1 I1"
17,4333,66,"html-slider-response",20,128850,"0.0-2.0-0.18","E1","H1","E1 H1"
17,4735,91,"html-slider-response",21,133686,"0.0-2.0-0.19","I1","K1","I1 K1"
17,11400,22,"html-slider-response",22,145190,"0.0-2.0-0.20","F1","I1","F1 I1"
17,3724,32,"html-slider-response",23,149015,"0.0-2.0-0.21","K1","L1","K1 L1"
18,6234,28,"html-slider-response",2,19160,"0.0-2.0-0.0","F1","I1","F1 I1"
18,3678,10,"html-slider-response",3,22941,"0.0-2.0-0.1","D1","H1","D1 H1"
18,4184,3,"html-slider-response",4,27227,"0.0-2.0-0.2","A1","G1","A1 G1"
18,4129,39,"html-slider-response",5,31457,"0.0-2.0-0.3","B1","H1","B1 H1"
18,4014,60,"html-slider-response",6,35572,"0.0-2.0-0.4","G1","K1","G1 K1"
18,4964,59,"html-slider-response",7,40637,"0.0-2.0-0.5","C1","I1","C1 I1"
18,2981,26,"html-slider-response",8,43719,"0.0-2.0-0.6","E1","H1","E1 H1"
18,3352,75,"html-slider-response",9,47174,"0.0-2.0-0.7","I1","J1","I1 J1"
18,3815,62,"html-slider-response",10,51089,"0.0-2.0-0.8","F1","J1","F1 J1"
18,3509,28,"html-slider-response",11,54700,"0.0-2.0-0.9","D1","K1","D1 K1"
18,3905,76,"html-slider-response",12,58706,"0.0-2.0-0.10","A1","B1","A1 B1"
18,2946,65,"html-slider-response",13,61754,"0.0-2.0-0.11","K1","L1","K1 L1"
18,5297,7,"html-slider-response",14,67154,"0.0-2.0-0.12","A1","C1","A1 C1"
18,4159,40,"html-slider-response",15,71417,"0.0-2.0-0.13","C1","G1","C1 G1"
18,2834,41,"html-slider-response",16,74353,"0.0-2.0-0.14","H1","J1","H1 J1"
18,3498,72,"html-slider-response",17,77953,"0.0-2.0-0.15","I1","K1","I1 K1"
18,3824,8,"html-slider-response",18,81882,"0.0-2.0-0.16","C1","F1","C1 F1"
18,3045,16,"html-slider-response",19,85030,"0.0-2.0-0.17","G1","L1","G1 L1"
18,3504,2,"html-slider-response",20,88641,"0.0-2.0-0.18","D1","L1","D1 L1"
18,3360,6,"html-slider-response",21,92106,"0.0-2.0-0.19","B1","I1","B1 I1"
18,4329,6,"html-slider-response",22,96538,"0.0-2.0-0.20","A1","D1","A1 D1"
18,3036,5,"html-slider-response",23,99677,"0.0-2.0-0.21","A1","L1","A1 L1"
19,4548,13,"html-slider-response",2,16648,"0.0-2.0-0.0","C1","F1","C1 F1"
19,3322,28,"html-slider-response",3,20072,"0.0-2.0-0.1","C1","G1","C1 G1"
19,2954,38,"html-slider-response",4,23127,"0.0-2.0-0.2","G1","K1","G1 K1"
19,3122,60,"html-slider-response",5,26351,"0.0-2.0-0.3","B1","H1","B1 H1"
19,2722,19,"html-slider-response",6,29175,"0.0-2.0-0.4","E1","H1","E1 H1"
19,3594,76,"html-slider-response",7,32871,"0.0-2.0-0.5","D1","K1","D1 K1"
19,2611,73,"html-slider-response",8,35583,"0.0-2.0-0.6","A1","G1","A1 G1"
19,2666,72,"html-slider-response",9,38351,"0.0-2.0-0.7","A1","L1","A1 L1"
19,3210,80,"html-slider-response",10,41663,"0.0-2.0-0.8","I1","J1","I1 J1"
19,2818,79,"html-slider-response",11,44583,"0.0-2.0-0.9","C1","I1","C1 I1"
19,2890,30,"html-slider-response",12,47574,"0.0-2.0-0.10","H1","J1","H1 J1"
19,3450,9,"html-slider-response",13,51126,"0.0-2.0-0.11","A1","C1","A1 C1"
19,3011,35,"html-slider-response",14,54238,"0.0-2.0-0.12","D1","L1","D1 L1"
19,3189,7,"html-slider-response",15,57529,"0.0-2.0-0.13","A1","D1","A1 D1"
19,2715,90,"html-slider-response",16,60345,"0.0-2.0-0.14","K1","L1","K1 L1"
19,2755,68,"html-slider-response",17,63201,"0.0-2.0-0.15","F1","I1","F1 I1"
19,2546,81,"html-slider-response",18,65848,"0.0-2.0-0.16","F1","J1","F1 J1"
19,3075,83,"html-slider-response",19,69025,"0.0-2.0-0.17","A1","B1","A1 B1"
19,3610,62,"html-slider-response",20,72736,"0.0-2.0-0.18","G1","L1","G1 L1"
19,2674,85,"html-slider-response",21,75513,"0.0-2.0-0.19","I1","K1","I1 K1"
19,2458,18,"html-slider-response",22,78072,"0.0-2.0-0.20","B1","I1","B1 I1"
19,2371,2,"html-slider-response",23,80544,"0.0-2.0-0.21","D1","H1","D1 H1"
20,7135,12,"html-slider-response",2,33264,"0.0-2.0-0.0","D1","L1","D1 L1"
20,5858,33,"html-slider-response",3,39224,"0.0-2.0-0.1","G1","K1","G1 K1"
20,3688,65,"html-slider-response",4,43016,"0.0-2.0-0.2","I1","J1","I1 J1"
20,3549,52,"html-slider-response",5,46671,"0.0-2.0-0.3","K1","L1","K1 L1"
20,4018,0,"html-slider-response",6,50794,"0.0-2.0-0.4","A1","C1","A1 C1"
20,3158,27,"html-slider-response",7,54056,"0.0-2.0-0.5","B1","I1","B1 I1"
20,3216,13,"html-slider-response",8,57377,"0.0-2.0-0.6","C1","F1","C1 F1"
20,3809,48,"html-slider-response",9,61289,"0.0-2.0-0.7","C1","G1","C1 G1"
20,3783,38,"html-slider-response",10,65179,"0.0-2.0-0.8","G1","L1","G1 L1"
20,2673,18,"html-slider-response",11,67961,"0.0-2.0-0.9","F1","J1","F1 J1"
20,3256,53,"html-slider-response",12,71321,"0.0-2.0-0.10","I1","K1","I1 K1"
20,3600,8,"html-slider-response",13,75024,"0.0-2.0-0.11","A1","D1","A1 D1"
20,2879,20,"html-slider-response",14,78006,"0.0-2.0-0.12","A1","G1","A1 G1"
20,5789,37,"html-slider-response",15,83897,"0.0-2.0-0.13","F1","I1","F1 I1"
20,3162,15,"html-slider-response",16,87162,"0.0-2.0-0.14","B1","H1","B1 H1"
20,2842,11,"html-slider-response",17,90109,"0.0-2.0-0.15","C1","I1","C1 I1"
20,5422,40,"html-slider-response",18,95633,"0.0-2.0-0.16","A1","L1","A1 L1"
20,2577,24,"html-slider-response",19,98319,"0.0-2.0-0.17","E1","H1","E1 H1"
20,4200,82,"html-slider-response",20,102622,"0.0-2.0-0.18","H1","J1","H1 J1"
20,3578,12,"html-slider-response",21,106309,"0.0-2.0-0.19","D1","H1","D1 H1"
20,3257,69,"html-slider-response",22,109667,"0.0-2.0-0.20","A1","B1","A1 B1"
20,4841,40,"html-slider-response",23,114611,"0.0-2.0-0.21","D1","K1","D1 K1"
21,4831,32,"html-slider-response",2,24155,"0.0-2.0-0.0","D1","E1","D1 E1"
21,4119,83,"html-slider-response",3,28378,"0.0-2.0-0.1","A1","F1","A1 F1"
21,6622,13,"html-slider-response",4,35108,"0.0-2.0-0.2","C1","E1","C1 E1"
21,6233,19,"html-slider-response",5,41441,"0.0-2.0-0.3","D1","J1","D1 J1"
21,5228,29,"html-slider-response",6,46773,"0.0-2.0-0.4","C1","L1","C1 L1"
21,3989,38,"html-slider-response",7,50862,"0.0-2.0-0.5","C1","J1","C1 J1"
21,4109,11,"html-slider-response",8,55071,"0.0-2.0-0.6","B1","C1","B1 C1"
21,6794,81,"html-slider-response",9,61969,"0.0-2.0-0.7","B1","G1","B1 G1"
21,8140,15,"html-slider-response",10,70208,"0.0-2.0-0.8","C1","K1","C1 K1"
21,6770,30,"html-slider-response",11,77082,"0.0-2.0-0.9","F1","K1","F1 K1"
21,3456,28,"html-slider-response",12,80642,"0.0-2.0-0.10","B1","F1","B1 F1"
21,4578,55,"html-slider-response",13,85323,"0.0-2.0-0.11","F1","H1","F1 H1"
21,17169,74,"html-slider-response",14,102591,"0.0-2.0-0.12","C1","D1","C1 D1"
21,4617,43,"html-slider-response",15,107313,"0.0-2.0-0.13","E1","I1","E1 I1"
21,9843,74,"html-slider-response",16,117260,"0.0-2.0-0.14","H1","I1","H1 I1"
21,4160,46,"html-slider-response",17,121529,"0.0-2.0-0.15","E1","L1","E1 L1"
21,6352,38,"html-slider-response",18,127985,"0.0-2.0-0.16","G1","J1","G1 J1"
21,4010,12,"html-slider-response",19,132095,"0.0-2.0-0.17","C1","H1","C1 H1"
21,3832,10,"html-slider-response",20,136026,"0.0-2.0-0.18","B1","J1","B1 J1"
21,3892,56,"html-slider-response",21,140024,"0.0-2.0-0.19","G1","H1","G1 H1"
21,5220,21,"html-slider-response",22,145344,"0.0-2.0-0.20","D1","F1","D1 F1"
21,3194,60,"html-slider-response",23,148642,"0.0-2.0-0.21","F1","L1","F1 L1"
22,9193,29,"html-slider-response",2,22380,"0.0-2.0-0.0","F1","H1","F1 H1"
22,2393,56,"html-slider-response",3,24879,"0.0-2.0-0.1","C1","L1","C1 L1"
22,2520,36,"html-slider-response",4,27558,"0.0-2.0-0.2","D1","E1","D1 E1"
22,2361,19,"html-slider-response",5,30023,"0.0-2.0-0.3","B1","F1","B1 F1"
22,2445,60,"html-slider-response",6,32572,"0.0-2.0-0.4","E1","L1","E1 L1"
22,2801,7,"html-slider-response",7,35478,"0.0-2.0-0.5","D1","F1","D1 F1"
22,2244,68,"html-slider-response",8,37829,"0.0-2.0-0.6","B1","J1","B1 J1"
22,1979,67,"html-slider-response",9,39909,"0.0-2.0-0.7","H1","I1","H1 I1"
22,2025,9,"html-slider-response",10,42037,"0.0-2.0-0.8","C1","J1","C1 J1"
22,2353,77,"html-slider-response",11,44493,"0.0-2.0-0.9","F1","L1","F1 L1"
22,2439,55,"html-slider-response",12,47092,"0.0-2.0-0.10","C1","K1","C1 K1"
22,2332,20,"html-slider-response",13,49527,"0.0-2.0-0.11","G1","J1","G1 J1"
22,1996,59,"html-slider-response",14,51628,"0.0-2.0-0.12","B1","C1","B1 C1"
22,1832,29,"html-slider-response",15,53561,"0.0-2.0-0.13","E1","I1","E1 I1"
22,1962,15,"html-slider-response",16,55628,"0.0-2.0-0.14","F1","K1","F1 K1"
22,2597,28,"html-slider-response",17,58326,"0.0-2.0-0.15","B1","G1","B1 G1"
22,2546,31,"html-slider-response",18,60975,"0.0-2.0-0.16","D1","J1","D1 J1"
22,2305,54,"html-slider-response",19,63382,"0.0-2.0-0.17","C1","E1","C1 E1"
22,1871,55,"html-slider-response",20,65357,"0.0-2.0-0.18","C1","H1","C1 H1"
22,2031,23,"html-slider-response",21,67492,"0.0-2.0-0.19","A1","F1","A1 F1"
22,2297,30,"html-slider-response",22,69891,"0.0-2.0-0.20","C1","D1","C1 D1"
22,1809,27,"html-slider-response",23,71803,"0.0-2.0-0.21","G1","H1","G1 H1"
23,6429,24,"html-slider-response",2,46201,"0.0-2.0-0.0","D1","E1","D1 E1"
23,2896,38,"html-slider-response",3,49200,"0.0-2.0-0.1","D1","F1","D1 F1"
23,2167,66,"html-slider-response",4,51469,"0.0-2.0-0.2","F1","L1","F1 L1"
23,2242,44,"html-slider-response",5,53813,"0.0-2.0-0.3","B1","F1","B1 F1"
23,3790,75,"html-slider-response",6,57705,"0.0-2.0-0.4","B1","C1","B1 C1"
23,2605,37,"html-slider-response",7,60413,"0.0-2.0-0.5","D1","J1","D1 J1"
23,2001,65,"html-slider-response",8,62516,"0.0-2.0-0.6","F1","H1","F1 H1"
23,6793,63,"html-slider-response",9,69411,"0.0-2.0-0.7","G1","J1","G1 J1"
23,2050,41,"html-slider-response",10,71565,"0.0-2.0-0.8","A1","F1","A1 F1"
23,2217,37,"html-slider-response",11,73884,"0.0-2.0-0.9","B1","J1","B1 J1"
23,2838,72,"html-slider-response",12,76825,"0.0-2.0-0.10","G1","H1","G1 H1"
23,2594,65,"html-slider-response",13,79520,"0.0-2.0-0.11","C1","L1","C1 L1"
23,2508,40,"html-slider-response",14,82130,"0.0-2.0-0.12","C1","K1","C1 K1"
23,2440,39,"html-slider-response",15,84672,"0.0-2.0-0.13","E1","I1","E1 I1"
23,2382,66,"html-slider-response",16,87156,"0.0-2.0-0.14","C1","J1","C1 J1"
23,2229,34,"html-slider-response",17,89487,"0.0-2.0-0.15","F1","K1","F1 K1"
23,2084,13,"html-slider-response",18,91674,"0.0-2.0-0.16","C1","E1","C1 E1"
23,2945,44,"html-slider-response",19,94722,"0.0-2.0-0.17","C1","D1","C1 D1"
23,2369,84,"html-slider-response",20,97191,"0.0-2.0-0.18","H1","I1","H1 I1"
23,1987,67,"html-slider-response",21,99281,"0.0-2.0-0.19","E1","L1","E1 L1"
23,1922,40,"html-slider-response",22,101305,"0.0-2.0-0.20","B1","G1","B1 G1"
23,3400,36,"html-slider-response",23,104807,"0.0-2.0-0.21","C1","H1","C1 H1"
24,3180,32,"html-slider-response",2,6151,"0.0-2.0-0.0","C1","K1","C1 K1"
24,2119,30,"html-slider-response",3,8375,"0.0-2.0-0.1","D1","F1","D1 F1"
24,3192,0,"html-slider-response",4,11670,"0.0-2.0-0.2","B1","J1","B1 J1"
24,2984,65,"html-slider-response",5,14760,"0.0-2.0-0.3","B1","G1","B1 G1"
24,2123,62,"html-slider-response",6,16987,"0.0-2.0-0.4","G1","H1","G1 H1"
24,2318,35,"html-slider-response",7,19407,"0.0-2.0-0.5","D1","J1","D1 J1"
24,1682,27,"html-slider-response",8,21195,"0.0-2.0-0.6","C1","D1","C1 D1"
24,1990,28,"html-slider-response",9,23287,"0.0-2.0-0.7","F1","H1","F1 H1"
24,1707,29,"html-slider-response",10,25097,"0.0-2.0-0.8","B1","F1","B1 F1"
24,1563,73,"html-slider-response",11,26761,"0.0-2.0-0.9","C1","J1","C1 J1"
24,1864,30,"html-slider-response",12,28727,"0.0-2.0-0.10","F1","L1","F1 L1"
24,1906,23,"html-slider-response",13,30735,"0.0-2.0-0.11","C1","E1","C1 E1"
24,1930,68,"html-slider-response",14,32771,"0.0-2.0-0.12","C1","L1","C1 L1"
24,1886,17,"html-slider-response",15,34759,"0.0-2.0-0.13","B1","C1","B1 C1"
24,1606,26,"html-slider-response",16,36469,"0.0-2.0-0.14","C1","H1","C1 H1"
24,1138,21,"html-slider-response",17,37711,"0.0-2.0-0.15","E1","I1","E1 I1"
24,1381,34,"html-slider-response",18,39194,"0.0-2.0-0.16","A1","F1","A1 F1"
24,1684,23,"html-slider-response",19,40982,"0.0-2.0-0.17","F1","K1","F1 K1"
24,1653,13,"html-slider-response",20,42737,"0.0-2.0-0.18","E1","L1","E1 L1"
24,1483,26,"html-slider-response",21,44324,"0.0-2.0-0.19","D1","E1","D1 E1"
24,1716,69,"html-slider-response",22,46142,"0.0-2.0-0.20","G1","J1","G1 J1"
24,1552,29,"html-slider-response",23,47797,"0.0-2.0-0.21","H1","I1","H1 I1"
25,4577,38,"html-slider-response",2,16667,"0.0-2.0-0.0","G1","J1","G1 J1"
25,4098,41,"html-slider-response",3,20866,"0.0-2.0-0.1","D1","F1","D1 F1"
25,4479,62,"html-slider-response",4,25447,"0.0-2.0-0.2","G1","H1","G1 H1"
25,3502,18,"html-slider-response",5,29052,"0.0-2.0-0.3","D1","J1","D1 J1"
25,2867,53,"html-slider-response",6,32020,"0.0-2.0-0.4","E1","L1","E1 L1"
25,3975,60,"html-slider-response",7,36097,"0.0-2.0-0.5","F1","L1","F1 L1"
25,4199,69,"html-slider-response",8,40398,"0.0-2.0-0.6","B1","C1","B1 C1"
25,5046,89,"html-slider-response",9,45545,"0.0-2.0-0.7","C1","J1","C1 J1"
25,3190,46,"html-slider-response",10,48837,"0.0-2.0-0.8","C1","K1","C1 K1"
25,3300,20,"html-slider-response",11,52240,"0.0-2.0-0.9","A1","F1","A1 F1"
25,4673,32,"html-slider-response",12,57013,"0.0-2.0-0.10","F1","K1","F1 K1"
25,4619,41,"html-slider-response",13,61733,"0.0-2.0-0.11","F1","H1","F1 H1"
25,3014,30,"html-slider-response",14,64849,"0.0-2.0-0.12","B1","G1","B1 G1"
25,5486,62,"html-slider-response",15,70437,"0.0-2.0-0.13","B1","F1","B1 F1"
25,4154,41,"html-slider-response",16,74693,"0.0-2.0-0.14","E1","I1","E1 I1"
25,3921,26,"html-slider-response",17,78715,"0.0-2.0-0.15","C1","E1","C1 E1"
25,4224,83,"html-slider-response",18,83039,"0.0-2.0-0.16","H1","I1","H1 I1"
25,3137,33,"html-slider-response",19,86279,"0.0-2.0-0.17","C1","H1","C1 H1"
25,2899,34,"html-slider-response",20,89279,"0.0-2.0-0.18","D1","E1","D1 E1"
25,4067,26,"html-slider-response",21,93450,"0.0-2.0-0.19","C1","L1","C1 L1"
25,3324,32,"html-slider-response",22,96875,"0.0-2.0-0.20","B1","J1","B1 J1"
25,2727,58,"html-slider-response",23,99704,"0.0-2.0-0.21","C1","D1","C1 D1"
26,5786,32,"html-slider-response",2,37066,"0.0-2.0-0.0","H1","I1","H1 I1"
26,37969,38,"html-slider-response",3,75141,"0.0-2.0-0.1","E1","L1","E1 L1"
26,24256,41,"html-slider-response",4,99499,"0.0-2.0-0.2","D1","J1","D1 J1"
26,3502,33,"html-slider-response",5,103105,"0.0-2.0-0.3","F1","H1","F1 H1"
26,3225,29,"html-slider-response",6,106435,"0.0-2.0-0.4","B1","G1","B1 G1"
26,4202,37,"html-slider-response",7,110754,"0.0-2.0-0.5","B1","C1","B1 C1"
26,4689,63,"html-slider-response",8,115548,"0.0-2.0-0.6","C1","J1","C1 J1"
26,2287,27,"html-slider-response",9,117938,"0.0-2.0-0.7","C1","E1","C1 E1"
26,4312,58,"html-slider-response",10,122354,"0.0-2.0-0.8","G1","H1","G1 H1"
26,2481,33,"html-slider-response",11,124938,"0.0-2.0-0.9","D1","E1","D1 E1"
26,2480,31,"html-slider-response",12,127522,"0.0-2.0-0.10","D1","F1","D1 F1"
26,2470,30,"html-slider-response",13,130100,"0.0-2.0-0.11","A1","F1","A1 F1"
26,2514,38,"html-slider-response",14,132718,"0.0-2.0-0.12","B1","F1","B1 F1"
26,2188,31,"html-slider-response",15,135011,"0.0-2.0-0.13","B1","J1","B1 J1"
26,3019,41,"html-slider-response",16,138133,"0.0-2.0-0.14","C1","D1","C1 D1"
26,3471,48,"html-slider-response",17,141706,"0.0-2.0-0.15","C1","H1","C1 H1"
26,2428,31,"html-slider-response",18,144238,"0.0-2.0-0.16","F1","K1","F1 K1"
26,40133,69,"html-slider-response",19,184501,"0.0-2.0-0.17","C1","K1","C1 K1"
26,4360,62,"html-slider-response",20,188966,"0.0-2.0-0.18","F1","L1","F1 L1"
26,3359,35,"html-slider-response",21,192431,"0.0-2.0-0.19","G1","J1","G1 J1"
26,2967,39,"html-slider-response",22,195504,"0.0-2.0-0.20","E1","I1","E1 I1"
26,2149,79,"html-slider-response",23,197758,"0.0-2.0-0.21","C1","L1","C1 L1"
27,3940,64,"html-slider-response",2,15100,"0.0-2.0-0.0","G1","J1","G1 J1"
27,2390,25,"html-slider-response",3,17607,"0.0-2.0-0.1","B1","F1","B1 F1"
27,3473,33,"html-slider-response",4,21191,"0.0-2.0-0.2","B1","G1","B1 G1"
27,2437,55,"html-slider-response",5,23738,"0.0-2.0-0.3","D1","E1","D1 E1"
27,2673,87,"html-slider-response",6,26513,"0.0-2.0-0.4","F1","L1","F1 L1"
27,2293,38,"html-slider-response",7,28907,"0.0-2.0-0.5","D1","J1","D1 J1"
27,2357,38,"html-slider-response",8,31367,"0.0-2.0-0.6","C1","L1","C1 L1"
27,1896,41,"html-slider-response",9,33365,"0.0-2.0-0.7","D1","F1","D1 F1"
27,2303,93,"html-slider-response",10,35771,"0.0-2.0-0.8","H1","I1","H1 I1"
27,2198,37,"html-slider-response",11,38070,"0.0-2.0-0.9","C1","E1","C1 E1"
27,1931,40,"html-slider-response",12,40105,"0.0-2.0-0.10","C1","H1","C1 H1"
27,2330,77,"html-slider-response",13,42537,"0.0-2.0-0.11","G1","H1","G1 H1"
27,2228,83,"html-slider-response",14,44867,"0.0-2.0-0.12","C1","D1","C1 D1"
27,4076,53,"html-slider-response",15,49045,"0.0-2.0-0.13","B1","J1","B1 J1"
27,2236,35,"html-slider-response",16,51383,"0.0-2.0-0.14","B1","C1","B1 C1"
27,2351,74,"html-slider-response",17,53837,"0.0-2.0-0.15","E1","L1","E1 L1"
27,2304,64,"html-slider-response",18,56242,"0.0-2.0-0.16","C1","K1","C1 K1"
27,3404,76,"html-slider-response",19,59750,"0.0-2.0-0.17","A1","F1","A1 F1"
27,2382,42,"html-slider-response",20,62235,"0.0-2.0-0.18","E1","I1","E1 I1"
27,2079,83,"html-slider-response",21,64417,"0.0-2.0-0.19","F1","K1","F1 K1"
27,1832,45,"html-slider-response",22,66351,"0.0-2.0-0.20","F1","H1","F1 H1"
27,2621,56,"html-slider-response",23,69075,"0.0-2.0-0.21","C1","J1","C1 J1"
28,4937,24,"html-slider-response",2,285848,"0.0-2.0-0.0","E1","I1","E1 I1"
28,5914,71,"html-slider-response",3,291866,"0.0-2.0-0.1","H1","I1","H1 I1"
28,3928,15,"html-slider-response",4,295897,"0.0-2.0-0.2","C1","D1","C1 D1"
28,4527,21,"html-slider-response",5,300525,"0.0-2.0-0.3","C1","E1","C1 E1"
28,2985,40,"html-slider-response",6,303614,"0.0-2.0-0.4","C1","H1","C1 H1"
28,3393,19,"html-slider-response",7,307109,"0.0-2.0-0.5","D1","J1","D1 J1"
28,6218,44,"html-slider-response",8,313430,"0.0-2.0-0.6","B1","F1","B1 F1"
28,2578,21,"html-slider-response",9,316113,"0.0-2.0-0.7","D1","E1","D1 E1"
28,2843,45,"html-slider-response",10,319058,"0.0-2.0-0.8","C1","K1","C1 K1"
28,5568,76,"html-slider-response",11,324725,"0.0-2.0-0.9","F1","L1","F1 L1"
28,3770,46,"html-slider-response",12,328596,"0.0-2.0-0.10","F1","H1","F1 H1"
28,5131,52,"html-slider-response",13,333831,"0.0-2.0-0.11","G1","H1","G1 H1"
28,2866,77,"html-slider-response",14,336800,"0.0-2.0-0.12","G1","J1","G1 J1"
28,3433,69,"html-slider-response",15,340336,"0.0-2.0-0.13","F1","K1","F1 K1"
28,2523,26,"html-slider-response",16,342962,"0.0-2.0-0.14","B1","C1","B1 C1"
28,2603,24,"html-slider-response",17,345667,"0.0-2.0-0.15","B1","G1","B1 G1"
28,3178,92,"html-slider-response",18,348947,"0.0-2.0-0.16","E1","L1","E1 L1"
28,2659,40,"html-slider-response",19,351709,"0.0-2.0-0.17","D1","F1","D1 F1"
28,2547,30,"html-slider-response",20,354359,"0.0-2.0-0.18","C1","L1","C1 L1"
28,3585,59,"html-slider-response",21,358046,"0.0-2.0-0.19","A1","F1","A1 F1"
28,3657,47,"html-slider-response",22,361805,"0.0-2.0-0.20","B1","J1","B1 J1"
28,3241,82,"html-slider-response",23,365149,"0.0-2.0-0.21","C1","J1","C1 J1"
29,8829,24,"html-slider-response",2,36903,"0.0-2.0-0.0","E1","I1","E1 I1"
29,7267,20,"html-slider-response",3,44274,"0.0-2.0-0.1","F1","H1","F1 H1"
29,6737,39,"html-slider-response",4,51114,"0.0-2.0-0.2","C1","J1","C1 J1"
29,8013,39,"html-slider-response",5,59229,"0.0-2.0-0.3","A1","F1","A1 F1"
29,6399,55,"html-slider-response",6,65732,"0.0-2.0-0.4","D1","E1","D1 E1"
