A1,C1
I1,J1
I1,K1
C1,I1
G1,K1
H1,J1
A1,D1
B1,H1
E1,H1
F1,J1
F1,I1
C1,F1
D1,L1
G1,L1
D1,K1
A1,G1
K1,L1
B1,I1
A1,L1
A1,B1
C1,G1
D1,H1
