I1,L1
F1,G1
A1,J1
E1,J1
H1,L1
B1,E1
E1,K1
J1,K1
A1,K1
A1,H1
E1,F1
B1,L1
A1,I1
B1,D1
B1,K1
E1,G1
D1,I1
G1,I1
D1,G1
J1,L1
A1,E1
H1,K1
