G1,H1
D1,E1
C1,E1
G1,J1
F1,H1
F1,K1
C1,L1
A1,F1
D1,F1
E1,I1
H1,I1
D1,J1
C1,D1
B1,G1
C1,H1
B1,C1
F1,L1
B1,J1
B1,F1
E1,L1
C1,J1
C1,K1
